Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance,Population,"Number of individuals
no.","Taxable income or loss3
no.","Taxable income or loss3
$","Tax on taxable income
no.","Tax on taxable income
$","Medicare levy
no.","Medicare levy
$","Medicare levy surcharge
no.","Medicare levy surcharge
$","Total Medicare levy liability
no.","Total Medicare levy liability
$","Net tax
no.","Net tax
$","Australian government allowances and payments
no.","Australian government allowances and payments
$","Median Sales Price
$'000s",Mean Sales Price,Annual median salesprice change,Annual change in sales Count,"Sales
No.",No. 1 Bedroom rented,No. 2 Bedroom rented,No. 3 Bedroom rented,No. 4 or more Bedrooms rented,No. Bedsitter rented,No. Not Specified rented,No. Total rents,"Median Weekly Rent for New Bonds
$",Annual change in Median Weekly Rent,Annual change in New Bonds Lodged,"New Bonds Lodged
No.","Total Bonds Held
No.",sum of speeding fines paid in 2015($),SalesNo
2208,7544,7544,59263,45664,0.77,5800,61594,52468,0.23,1766,2329,915,7544,61447,47364,7544,2151,630,0.1,763,131273,35000,0.1,730,110999,16536,0.76,5702,18064,11657,8389,114097,46602,11517,7303,7245,413831249,5977,87856558.22,5069,7422985.51,103,142527.87,5065,7552462.33,5479,93037455.13,357,2243185,1175,1147,0.138,-0.0909,20,50,269,356,136,5,62,877,550.8571429,0.010271429,0.019228571,143,1755,98114,20
2209,9465,9465,53263,42231,0.78,7368,57602,50214,0.22,2085,-684,-870,9465,55173,43660,9465,1860,555,0.1,922,177100,28771,0.09,856,157011,12796,0.73,6893,16043,10317,10635,98564,34920,14619,9224,9128,472651908,7333,94221030.41,6007,8245142.65,97,131324.51,6005,8374491.55,6678,99788189.8,545,3207839,965,979,0.415,0.4348,33,117,510,449,204,5,72,1356,521.5714286,-0.032071429,0.022085714,203,2713,122254,33
2210,18189,18189,57466,44132,0.78,14230,60608,51055,0.2,3567,-639,-1467,18189,59696,46083,18189,2186,622,0.1,1754,89582,30650,0.09,1643,69231,12849,0.74,13550,17649,11158,20339,128990,44713,28012,17585,17421,980204734,14127,208997681.8,11913,17479032.22,188,230168.35,11913,17703272.14,12957,220592400.8,916,5792321,840,910,-0.2105,0.2917,93,201,775,657,316,5,141,2099,501,-0.0492,-0.035728571,404,4194,260001,93
2211,10206,10206,55880,46902,0.8,8213,60401,53641,0.2,2039,-647,-808,10206,58073,48708,10206,2150,734,0.09,936,94617,29610,0.09,874,74798,14684,0.75,7701,16307,11575,11391,118307,50284,16212,10077,10016,542724679,8287,109401444,7122,9750270.73,125,146173.97,7122,9892209.04,7651,115469242.1,504,2911503,989,963,0.1635,0.1613,36,58,259,472,352,0,119,1260,515.6666667,-0.031933333,-0.158116667,169,2520,178026,36
2212,9287,9287,56160,47342,0.83,7701,59966,53515,0.18,1707,-2208,-2353,9287,58306,49537,9287,2114,750,0.09,812,477800,34112,0.08,760,487865,15715,0.77,7179,15873,11452,10316,103785,44243,14298,8940,8871,479480773,7388,95212726.33,6359,8577607.11,111,134057.7,6357,8707334.24,6837,101084191.3,553,3100692,975,947,0.254,-0.075,37,63,265,436,425,5,97,1295,523.4285714,-0.024271429,-0.092442857,177,2586,155718,37
2213,13056,13056,60985,50015,0.83,10813,63925,55758,0.19,2513,-1388,-1732,13056,63363,52010,13056,2341,860,0.08,1048,88983,31754,0.08,1004,68892,15204,0.78,10221,17996,12603,14796,133522,59592,20376,12656,12574,744485311,10537,158250577.1,9317,13632473.47,153,174280.29,9311,13804169,9861,168258827.8,557,3150264,1038,1055,0.1931,-0.0351,55,57,217,531,451,5,92,1354,538,0.009971429,-0.0311,234,2707,224706,55
2214,2402,2402,81283,48529,0.82,1968,61935,55512,0.16,382,-1456,-1538,2402,83814,50580,2402,2498,888,0.08,191,77773,28200,0.08,181,57332,14679,0.78,1864,30705,12311,2806,144634,75219,3844,2366,2356,134784009,1952,28323970.87,1738,2470072.35,12,13787.39,1738,2483859.74,1820,30016429.09,102,608733,837,910,0,0,5,5,5,59,39,0,5,118,502,0,0,30,231,32719,5
2216,18289,18289,52989,42963,0.83,15096,55411,48136,0.16,2935,881,-347,18289,55086,44780,18289,2057,623,0.11,2101,67545,25998,0.1,1887,50578,12260,0.76,13841,14924,9717,21302,78733,23193,26060,17927,17787,924274179,14544,183420804,11201,15356987.18,227,293087.54,11202,15642431.75,13435,194014773.7,770,4582429,700,863,0.0294,0,77,491,2665,622,168,38,293,4277,536.2857143,-0.033671429,-0.126842857,597,8554,255303,77
2217,17763,17763,57931,46439,0.82,14494,59686,51393,0.18,3273,1101,-572,17763,60192,48289,17763,2200,725,0.09,1683,72822,28770,0.09,1558,51043,12876,0.77,13695,16993,10965,19586,103558,32792,23624,17355,17212,972456389,14249,203664341.2,11401,16661997.1,224,279025.45,11398,16934730.68,13237,215790718.8,697,4197041,665,804,-0.05,0.1515,76,467,2507,728,163,20,191,4070,511.2857143,-0.056571429,-0.074314286,622,8146,197171,76
2218,10693,10693,51051,41841,0.82,8800,54951,47928,0.18,1945,-1169,-1117,10693,52940,43625,10693,1855,595,0.1,1085,103658,26130,0.09,993,90220,12296,0.74,7945,14340,9728,11938,86941,28667,15176,10311,10227,516108780,8193,100221377.5,6587,8768946.9,128,137318.06,6585,8903043.81,7607,106088642.7,480,3033614,693,784,0.0476,1.65,53,126,1319,523,80,5,118,2170,481.1428571,-0.038342857,-0.040014286,263,4341,99568,53
2219,8107,8107,70087,51197,0.75,6071,68126,57135,0.24,1946,1785,111,8107,73248,53538,8107,3043,889,0.1,840,109529,32729,0.1,794,82565,15430,0.78,6339,22783,13488,8966,184036,65719,12438,8077,8018,535207491,6779,126241102.3,5847,9826490.89,128,169474.04,5846,9994055.5,6233,133685173.1,278,1598551,826,1060,-0.0822,0.0851,51,80,684,401,107,5,47,1326,512.5714286,-0.017114286,0.002228571,251,2650,119285,51
2220,21209,21209,45993,35477,0.79,16702,49240,41411,0.21,4435,-1480,-1760,21209,47635,36868,21209,1593,370,0.09,2013,182401,26619,0.08,1784,181137,11690,0.69,14557,13635,8198,23271,74612,15329,28432,20087,19829,910121333,15113,171750820.3,11164,14499942.88,149,184044.93,11157,14673332.97,13790,180857110.7,919,5730136,770,891,-0.0128,0.2787,78,631,2358,963,228,20,243,4445,536.2857143,-0.051457143,0.104885714,875,8888,203428,78
2221,10581,10581,74457,48576,0.73,7731,68269,53600,0.29,3016,2018,469,10581,77732,50931,10581,3150,620,0.1,1049,213143,40809,0.09,974,173139,18684,0.76,8043,26635,13378,11298,198852,56988,15785,10438,10358,747410687,8566,188975967.7,7364,13830241.09,121,160308.37,7364,13988060.32,7890,201140134.8,380,2242521,1490,1512,0.2114,0.0811,40,43,291,329,173,5,54,892,557.2857143,-0.009871429,0.096928571,167,1787,140231,40
2222,8307,8307,54185,43068,0.82,6790,57805,48740,0.18,1515,-1035,-1317,8307,56170,44756,8307,1927,597,0.09,718,65843,27460,0.08,666,47187,11738,0.75,6216,15873,10214,9196,110724,34510,11692,8021,7950,426485285,6435,87032245.08,5277,7381534.07,65,67128.71,5274,7446774.3,5991,91977374.67,360,2178224,655,857,-0.3514,1.1875,35,155,1066,265,70,5,118,1680,447.2857143,-0.048314286,-0.019642857,285,3359,77891,35
2223,13839,13839,70737,51469,0.79,10905,71007,57945,0.23,3143,297,-428,13839,73340,53574,13839,2577,744,0.08,1132,86120,28587,0.08,1069,52950,10425,0.77,10715,23611,13866,15286,187136,65589,19806,13504,13407,924273584,11173,222529086.8,9723,17037797.62,170,224109.05,9721,17259243.44,10423,236109666.6,472,2730183,935,1133,0.1543,-0.1311,53,128,1122,480,177,5,227,2138,493.8571429,-0.038514286,-0.040785714,266,4277,134639,53
2224,8883,8883,74577,48168,0.71,6297,68418,54972,0.24,2139,3109,590,8883,77706,50875,8883,3018,700,0.09,770,111898,36775,0.08,729,86074,16780,0.76,6708,26842,13302,9632,237801,72673,13430,8727,8675,616452981,7142,155203029.4,6152,11384795.79,126,272138.9,6147,11649424.98,6555,163790098.5,265,1496760,1350,1347,0.4286,0.7917,43,31,274,318,206,5,33,864,588.7142857,-0.047042857,-0.013285714,155,1731,147730,43
2225,3471,3471,79718,58121,0.79,2747,80683,63746,0.2,687,-378,-336,3471,82746,60312,3471,3011,982,0.1,330,86263,25752,0.09,309,57308,11234,0.79,2736,27461,17208,3858,207320,98989,5428,3484,3464,269963892,2910,69048039.62,2608,5078376.67,38,42612.12,2608,5120988.79,2739,73381967.74,69,342475,837,910,0,0,5,5,20,59,50,0,5,132,502,0,0,30,271,44124,5
2226,7796,7796,73040,56748,0.81,6320,75781,62717,0.2,1526,-1330,-1088,7796,75739,59008,7796,2678,956,0.08,632,80931,25881,0.08,603,55114,11018,0.8,6220,23528,15640,8709,183617,90742,11874,7720,7674,541403410,6458,129826611.2,5844,10158357.33,86,89863.73,5846,10246665.45,6081,137472043.4,248,1286210,823,950,-0.0758,0.6364,36,58,270,213,88,5,20,653,505.1428571,-0.046485714,-0.191771429,106,1307,79752,36
2227,9205,9205,71916,54573,0.8,7406,74954,61166,0.18,1676,-1149,-1146,9205,74853,57248,9205,2871,965,0.08,750,92392,31750,0.08,721,64593,14173,0.79,7265,23344,15042,10393,180600,85423,14048,9124,9073,627298856,7608,149040330.6,6821,11712984.75,87,110723.57,6821,11821607.62,7123,157447272.1,255,1338076,1095,1092,0.2114,0.2273,54,69,490,343,127,5,20,1062,561.5714286,-0.039957143,-0.174342857,159,2116,97413,54
2228,11536,11536,68215,50549,0.78,8983,68208,56506,0.18,2056,-49,-521,11536,71018,52796,11536,2721,900,0.09,1016,87225,29948,0.08,955,63290,13946,0.78,8978,22098,13255,12692,159469,65239,17601,11258,11171,732269371,9360,170254329.5,8155,13413498.86,125,182874.86,8146,13591218.2,8667,180466491.4,447,2511241,823,982,-0.1035,0.3429,94,173,1035,511,219,5,48,1988,565.5714286,-0.010728571,-0.059771429,346,3979,136506,94
2229,18585,18585,78332,53602,0.77,14350,74013,59316,0.19,3538,544,-568,18585,81521,56372,18585,3124,987,0.09,1608,100549,33872,0.08,1552,66096,16118,0.78,14556,27257,14751,20334,204728,79524,27301,18219,18112,1359548452,15286,344699868.2,13358,25128558.77,193,284993.12,13358,25406153.86,14170,365178990.8,576,3164016,1046,1180,0.0207,0.2816,132,271,950,618,338,20,57,2245,583.1428571,-0.005628571,0.082085714,459,4499,258587,132
2230,20184,20184,87190,56964,0.77,15622,75028,60000,0.2,4119,1871,-120,20184,90883,60279,20184,3538,1080,0.1,2016,93046,32082,0.1,1927,61914,13937,0.81,16273,31163,15501,22718,236227,74505,26976,19884,19770,1602256641,17026,422776519.4,15064,30007429.54,278,384395.48,15052,30354072.37,15924,447545118.1,624,3259930,1175,1326,0.1779,0.082,132,1070,2231,541,187,20,128,4170,603.4285714,-0.007985714,0.050185714,916,8347,269376,132
2231,1369,1369,65772,50422,0.82,1120,66076,55888,0.2,279,533,-1653,1369,68741,52799,1369,2823,1030,0.11,154,85967,32160,0.11,151,65405,19546,0.8,1093,19880,13455,1648,133257,64018,2214,1341,1331,82622916,1136,18079969.81,1002,1519296.07,19,26640.54,1001,1545304.12,1061,19136970.24,45,243308,837,910,0,0,5,20,20,33,20,5,5,91,502,0,0,35,194,34808,5
2232,20507,20507,65639,53131,0.82,16725,69233,60507,0.17,3458,-1434,-1260,20507,68226,55660,20507,2555,917,0.09,1795,93925,28813,0.08,1678,71198,12204,0.79,16155,20062,14385,23240,156913,74420,31260,20272,20146,1289261031,16993,289314903.2,15053,23779564.57,244,322942.73,15051,24092189.63,15848,305772674.7,777,4130250,820,909,0.0581,0.303,129,216,1862,647,227,5,60,3016,539.1428571,0.023557143,0.019842857,455,6033,212088,129
2233,18258,18258,63842,52922,0.83,15141,67936,59420,0.16,2852,-1968,-1587,18258,66435,55240,18258,2567,1032,0.07,1363,108396,32100,0.07,1298,85632,13742,0.79,14488,18946,14000,20622,160368,88781,29306,18177,18108,1100400430,15136,237489081.4,13652,20424180.98,142,182106.99,13650,20605133.31,14212,251436269.2,509,2606549,965,952,0.184,0.377,84,61,357,359,175,5,20,981,551.2857143,0.0266,0.064857143,165,1958,195582,84
2234,20317,20317,68717,53800,0.82,16654,70221,59152,0.21,4357,-928,-1139,20317,71732,56497,20317,2957,971,0.08,1587,89164,31929,0.07,1517,61662,13921,0.79,16147,21447,14354,22368,185415,82322,30830,20231,20117,1354364310,17093,313975812.4,15445,25388073.4,204,272239.01,15440,25653701.69,16092,332293901.6,571,3108033,1138,1137,0.1612,0.2857,81,20,94,365,318,5,20,823,579,-0.000271429,-0.100042857,122,1645,333883,81
2250,39266,39266,56094,44917,0.79,31057,58013,50411,0.12,4785,3,-546,39266,58528,47001,39266,2348,668,0.09,3398,96048,31948,0.08,3267,71142,14788,0.76,29685,16409,10727,44281,129127,54265,65633,38668,38396,2090149621,31497,428084037.7,27010,37234069.92,436,544935.36,26987,37759756.05,28825,449697069.9,2724,16157608,623,629,0.1216,0.1626,236,621,2121,2522,919,51,308,6542,407.8571429,-0.055485714,0.126642857,1046,13084,573183,236
2251,19140,19140,58646,44296,0.75,14441,61082,50000,0.15,2876,371,-276,19140,62666,46639,19140,3961,736,0.1,1975,85702,35045,0.1,1906,57696,14596,0.74,14210,18063,11308,21331,156876,65504,31836,18848,18751,1071795697,15194,230630188.1,13036,19265441.89,230,307696.89,13020,19543143.8,13797,241391639.5,1039,5934354,798,839,0.0159,0.4103,110,128,406,750,456,20,67,1818,477,0.011814286,0.072785714,397,3645,272324,110
2256,8296,8296,53919,41844,0.75,6240,57637,48850,0.14,1175,1361,-58,8296,56131,43933,8296,2140,642,0.08,692,69049,30070,0.08,678,47482,12718,0.72,5979,16293,10395,9764,142276,56695,14974,8131,8068,421376221,6476,85038036.23,5410,7372531.38,84,99772.56,5407,7471142.56,5817,89191531.05,673,4138707,651,775,0.1322,0.5957,75,173,585,692,192,5,185,1832,475.5714286,0.002671429,-0.0539,261,3664,112039,75
2257,16174,16174,52790,40840,0.74,11961,56836,47695,0.14,2332,1340,112,16174,55126,42912,16174,2285,620,0.1,1572,87002,31132,0.09,1512,65998,14103,0.72,11630,15655,9890,18891,141811,57128,27647,15799,15682,802716943,12524,159077371.6,10476,14042934.71,174,228296.94,10468,14262306.56,11235,166532259.9,1291,8047216,776,803,0.194,0.1721,143,426,1312,1308,413,20,199,3684,442.7142857,0.005585714,-0.127171429,566,7362,186443,143
2258,3256,3256,61412,47483,0.81,2652,59717,50300,0.14,469,400,-16,3256,63759,49608,3256,2331,710,0.08,265,99718,31478,0.08,252,61788,14790,0.78,2524,18747,11622,3738,145779,59019,5107,3191,3172,188949491,2644,41147539.59,2322,3450766.86,44,64696.73,2321,3499698.4,2472,43241858.43,196,1073982,774,742,0.0531,0.7143,20,20,75,164,38,0,5,298,490,-0.000966667,-0.076383333,45,600,54541,20
2259,32342,32342,52145,43768,0.82,26382,55684,48709,0.11,3617,-504,-931,32342,54533,45861,32342,2353,828,0.07,2420,80865,32828,0.07,2326,59271,16722,0.75,24344,14395,10090,36581,103441,47749,53994,30966,30757,1564065389,25121,300222460.2,21558,27636503.21,413,505134.8,21546,28122547.85,23121,316343668.2,2511,14868813,568,599,0.0708,0.1732,210,314,702,1811,1722,5,337,4891,417.7142857,0.019857143,-0.0783,783,9782,552509,210
2260,15352,15352,70537,46578,0.75,11510,64774,50744,0.17,2572,104,-188,15352,73866,49352,15352,3255,790,0.11,1687,146661,38624,0.11,1632,107263,16572,0.75,11545,24710,12802,16885,191717,68375,21788,14981,14864,977556985,12157,233605705.7,10578,17987658.5,185,282173.24,10567,18250414.81,11183,245640242.3,717,3963838,890,963,-0.0326,0.3378,99,158,417,812,438,20,102,1952,512,0.024414286,0.090971429,463,3899,212229,99
2261,32006,32006,51675,43646,0.81,25831,54746,48574,0.11,3516,-125,-634,32006,54234,46031,32006,2526,931,0.08,2615,86891,34755,0.08,2553,63807,16256,0.76,24351,13825,9650,36442,113244,51435,51003,31059,30880,1547188910,25660,292122492.7,21712,27172517.51,347,422985.1,21701,27583296.07,23420,306710512.2,2593,15208699,650,660,0.0656,-0.0402,215,343,1940,1990,690,5,310,5280,437.7142857,-0.004914286,-0.092571429,871,10558,422658,215
2262,10212,10212,48369,42244,0.84,8566,51629,46644,0.08,844,-231,-965,10212,50657,44324,10212,2256,900,0.07,666,69363,34978,0.06,650,47910,17850,0.75,7701,12375,8754,12033,79629,38578,20153,9960,9890,460972455,8191,81310458.49,6811,7899005.26,119,146111.95,6811,8041498.64,7449,85200208.9,1114,6730483,489,498,0.0145,0.4179,95,78,363,801,459,0,189,1890,431.1666667,-0.005466667,0.046866667,332,3780,198979,95
2263,11306,11306,48232,41528,0.79,8936,51092,45917,0.1,1126,1199,-348,11306,50439,43378,11306,2121,743,0.08,893,88931,36773,0.08,870,65804,15929,0.74,8361,12672,8772,13344,98947,40425,22379,11189,11104,519204616,9103,93076042.68,7548,8911126.23,114,147312.95,7543,9054226.11,8230,97614543.87,1197,7396001,492,500,0.0358,-0.03,97,233,984,1139,295,20,404,3066,405.2857143,0.005871429,-0.104742857,469,6141,196014,97
2264,7938,7938,51179,41088,0.76,5996,55287,47172,0.13,1032,866,-103,7938,53727,43240,7938,2470,658,0.08,603,89498,32965,0.07,579,68264,14574,0.72,5717,14719,9634,9042,130541,53414,13120,7655,7603,382417479,6053,74782080.93,5069,6665268.45,59,71227.5,5065,6733853.91,5453,77939232.35,572,3687153,519,579,-0.0961,0.4762,62,78,262,613,492,5,20,1472,439.4285714,0.006657143,0.071414286,282,2942,152222,62
2265,3431,3431,53172,44489,0.82,2819,55107,48430,0.13,448,-169,-372,3431,55746,46679,3431,2556,754,0.09,315,98190,28307,0.09,305,77501,15244,0.74,2555,15055,10782,3988,111768,49597,5390,3189,3175,168439322,2575,34187314.49,2197,2991121.56,28,39094.45,2197,3030216.01,2350,35961520.8,257,1706143,630,614,0.1776,-0.32,20,35,84,134,153,5,20,424,474,0.003185714,-0.026642857,97,855,79178,20
2267,1582,1582,54373,42228,0.72,1137,60154,51032,0.16,259,585,403,1582,56977,44194,1582,2560,636,0.07,113,70866,30075,0.07,106,43929,14294,0.71,1124,16738,11034,1863,189313,85145,2668,1560,1553,80323253,1222,16137819.97,1027,1407399.98,19,17008.93,1026,1420426.39,1091,16829591.41,111,722070,660,683,0.0732,0.375,20,49,59,86,20,5,31,250,482.4285714,-0.006542857,0.007942857,50,500,29096,20
2278,1476,1476,53243,46764,0.87,1279,56764,51028,0.12,179,-1902,-768,1476,55627,49170,1476,2373,1030,0.07,107,92151,57674,0.07,107,66335,30329,0.8,1185,13654,10432,1782,114101,57005,2684,1453,1448,76121631,1222,14593515.09,1092,1390161.39,14,16534.87,1092,1406682.84,1144,15397886.64,100,580559,837,910,0,0,5,5,20,39,20,0,5,76,502,0,0,30,165,37833,5
2280,15395,15395,59067,45535,0.78,11995,61013,51078,0.15,2292,1095,-289,15395,61625,47705,15395,2505,753,0.07,1144,88552,35626,0.07,1089,61877,15921,0.74,11469,18339,11805,17568,174926,74344,26595,15264,15185,868896468,12212,188033101.4,10605,15734619.38,149,193722.45,10602,15921915.55,11263,197457829.2,885,5253956,590,616,-0.0874,0.2179,95,231,558,647,253,5,144,1841,442.7142857,0.025242857,-0.177371429,280,3679,237202,95
2281,7781,7781,55700,43484,0.78,6034,59637,50048,0.15,1188,96,-422,7781,58092,45586,7781,2360,768,0.08,595,92715,35105,0.08,584,66925,17853,0.73,5711,16769,10910,9224,158381,71074,13417,7483,7439,396915234,5925,81430796.29,5068,7074670.91,64,77113.68,5065,7143029.18,5425,85053543.6,509,3023845,653,684,-0.0038,0,56,135,316,356,167,5,48,1031,437.7142857,0.028385714,0.118871429,171,2058,128839,56
2282,9410,9410,62147,47440,0.76,7194,64748,54643,0.17,1644,-90,-435,9410,64877,49726,9410,2661,757,0.08,709,101780,30926,0.07,692,61488,13408,0.74,6944,20283,13174,10345,197426,91457,14460,9066,9014,541096457,7191,120457631.1,6288,9844922.11,93,122241.71,6285,9963140.13,6627,126781093,421,2510950,700,711,0.0769,0,53,74,292,376,153,5,88,985,472.4285714,0.026857143,1.044828571,197,1973,135380,53
2283,13134,13134,55960,42700,0.76,9997,58223,48752,0.15,1949,845,-151,13134,58524,44672,13134,2511,717,0.07,931,88174,29900,0.07,895,61799,14827,0.73,9538,17368,10568,15143,172533,65444,23078,12747,12684,706630141,10067,152978281.3,8491,12542248.31,103,134049.88,8487,12674231.06,9115,159847342.7,949,5966407,535,591,0.1031,0.3562,99,116,351,706,255,5,104,1537,454.4285714,0.020714286,-0.071057143,228,3074,235728,99
2284,5995,5995,54631,46205,0.82,4927,57973,50761,0.13,803,-189,-800,5995,57169,48184,5995,2311,795,0.07,420,71464,32985,0.07,403,50362,16957,0.76,4567,15348,10776,6933,123104,55603,10465,5744,5710,302035363,4669,60531122.84,4017,5384243.4,40,42541.36,4017,5425795.35,4300,63499119.46,500,3019921,505,537,0.0576,0.325,53,109,196,412,106,5,60,887,470.1428571,0.019185714,-0.047,142,1775,97094,53
2285,17851,17851,55472,48500,0.86,15426,58756,52563,0.11,1891,-2499,-1623,17851,57720,50522,17851,2223,902,0.06,1159,82241,26755,0.06,1113,60718,13259,0.8,14237,14807,10976,20232,113231,59907,27798,17266,17174,928063532,14484,182066509.6,12891,16830750.75,159,183188.48,12889,17009655.98,13629,192811368.3,1239,7145136,550,557,0.1,0.0513,123,156,408,888,656,20,160,2287,428.8571429,-0.004614286,0.141071429,453,4575,288026,123
2286,2465,2465,53415,47112,0.85,2089,56997,52387,0.11,264,-949,-678,2465,55626,49374,2465,2191,940,0.07,163,62240,31687,0.07,162,37827,13437,0.79,1954,13843,10838,2830,104884,55286,3449,2248,2239,113080174,1850,21272992.31,1618,2018334.62,23,25511.2,1619,2043845.82,1728,22385202.44,176,1011063,530,519,0.1277,-0.0714,20,20,38,109,62,0,5,232,493.3333333,0.020833333,-0.037883333,45,466,51160,20
2287,21011,21011,55306,46920,0.84,17711,58842,51851,0.12,2495,-1481,-1144,21011,57538,48870,21011,2203,832,0.07,1382,73052,26506,0.06,1342,48661,11886,0.77,16210,15417,11419,23624,118702,56160,33274,20290,20150,1077480562,16593,213498173.5,14487,19264908.54,193,241415.53,14484,19490587.22,15493,225295058.3,1749,10655916,505,517,-0.0204,0.3017,151,444,646,1460,750,20,171,3498,421.2857143,0.0236,-0.033871429,634,6989,330396,151
2289,11750,11750,60575,49471,0.81,9480,63584,55454,0.16,1858,-330,-836,11750,63084,51786,11750,2465,822,0.08,911,87232,31552,0.07,841,56721,14814,0.77,9029,18177,13128,13059,156911,74947,18854,11526,11464,672216314,9356,144055638.7,8194,12058079.04,108,143632.6,8194,12201098.56,8719,152320391,715,4272534,700,702,0.0566,-0.0462,62,129,481,661,173,20,143,1601,460.5714286,0.017757143,-0.011471429,297,3208,152190,62
2290,19557,19557,58787,47437,0.81,15777,60400,52072,0.14,2717,-333,-806,19557,61318,49620,19557,2509,804,0.08,1524,84435,33808,0.07,1458,50120,14938,0.77,15051,17335,11658,22114,154853,65768,32178,19358,19268,1097283935,15819,232137627.3,13823,19889094.66,177,215321.47,13820,20095248.68,14679,245061145.5,1319,7808177,600,635,0.0165,0.2396,119,231,663,1052,281,20,262,2508,437.7142857,-0.014314286,-0.045542857,419,5017,288781,119
2291,9049,9049,86197,54311,0.76,6913,72084,56684,0.22,1951,-104,-89,9049,90140,57618,9049,3797,965,0.11,951,195942,39161,0.1,908,117418,16832,0.79,7125,31801,15259,9842,251420,85750,13399,9008,8942,726893253,7468,194261901.6,6622,13573039.3,107,124151.72,6618,13691583.9,6985,205273205,514,3009293,1045,1176,0.184,0.4474,55,181,679,409,124,5,103,1500,496.2857143,-0.014957143,0.222628571,359,3001,133177,55
2292,1564,1564,58326,50014,0.87,1361,60524,53703,0.14,224,-2206,-2434,1564,60844,52182,1564,2492,902,0.08,122,66843,23814,0.07,117,44023,14610,0.82,1286,15453,11308,1851,113584,55130,2435,1490,1484,84182122,1276,17040904.26,1123,1511873.71,16,13435.39,1123,1524909.95,1196,18031023.32,182,1167939,837,910,0,0,5,80,158,140,20,5,38,446,481.1428571,0.039728571,0.104442857,93,887,26048,5
